Gene,transcript_length,NTG-7,NTG-8,NTG-9,NTG-10,AD-16,AD-17,AD-18,AD-19,AD-20,AD-CP2-21,AD-CP2-22,AD-CP2-23,AD-CP2-24,AD-CP2-25
Calml4,861,75,331,23,166,43,382,167,83,150,138,254,55,156,163
Pias1,3855,3681,3192,3772,4212,4381,4624,4798,3514,4604,4098,3916,3487,5099,4031
Gm24526,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25064,107,0,0,0,2,0,0,0,0,0,0,0,0,1,0
Skor1,3796,299,26,30,21,55,32,70,58,26,29,32,30,28,45
Map2k5,2309,2281,1861,2149,2556,2404,2419,3162,2261,2503,2355,2323,2104,2911,2304
2300009A05Rik,2000,874,569,767,908,733,842,1084,775,713,805,795,648,933,675
Gm16759,6107,696,404,594,688,515,622,751,629,511,533,564,480,677,508
Iqch,6914,84,35,33,67,46,58,60,74,50,69,57,45,69,64
Gm25995,142,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Gm6257,910,55,62,39,39,53,92,84,40,83,90,58,36,50,39
Aagab,2600,4863,3654,4589,5367,4482,5297,5468,4049,4841,4554,4487,4117,5798,4080
Smad3,5542,4671,4250,5505,6110,6157,5845,5954,5011,5740,5561,5168,4620,7379,4757
Smad6,3205,222,178,198,240,172,263,296,292,228,272,363,169,396,253
1700055C04Rik,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25606,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110036E04Rik,777,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scarletltr,305,2,0,0,0,0,2,0,0,0,0,0,0,0,1
Lctl,2604,58,31,49,82,81,59,97,68,73,52,100,39,103,52
Zwilch,4283,261,178,178,271,263,239,309,198,285,263,268,213,314,250
Rpl4,1422,41974,30523,35224,36464,37450,39529,50375,36013,37506,35653,37830,33665,39825,29933
Gm23344,68,6,8,4,3,2,5,0,7,2,6,2,0,5,6
Snord16a,99,10,13,16,7,13,10,20,14,26,26,12,14,16,11
Gm22571,70,7,14,7,6,12,12,13,11,18,12,14,11,14,4
Gm23136,99,13,13,17,20,14,37,22,27,16,22,17,26,19,15
Gm22455,71,19,13,24,17,24,21,10,11,26,23,14,19,14,32
Snapc5,757,1065,709,836,837,701,734,954,672,726,726,787,772,1059,631
Map2k1,3391,20596,16927,21362,24956,26706,23135,24364,17878,21482,19937,20920,20075,25977,19027
Gm24106,127,0,2,2,1,0,2,2,2,5,0,2,4,2,2
Uchl4,1162,87,67,81,83,61,60,73,64,87,64,59,67,93,64
Tipin,1211,1211,788,835,918,809,969,1390,849,928,935,900,880,1037,815
Gm24289,135,0,2,2,6,0,2,2,0,5,2,1,2,2,0
Dis3l,5458,2825,2114,2508,2926,2459,2624,3559,2572,2948,2753,2795,2342,3520,2513
Megf11,11181,4147,2001,2651,3399,2669,2564,3971,3036,3247,3239,2928,2739,3409,2398
Rab11a,2992,11345,8519,8825,11171,8970,10512,13340,9298,10541,10454,10520,9469,12193,9554
Dennd4a,8645,7357,5999,6673,8121,8079,7821,9729,7129,8673,7996,7748,6742,10177,7979
Gm24347,142,4,4,0,3,5,4,1,7,2,11,9,0,3,10
Slc24a1,5213,50,35,21,41,33,60,51,56,66,46,33,25,57,50
Vwa9,3208,1597,1174,1442,1612,1734,1766,2069,1459,1751,1591,1573,1331,1796,1395
Gm25640,125,9,7,2,6,1,3,2,4,1,0,4,0,3,1
Ptplad1,2731,13717,10798,12920,15703,13323,13598,17352,12673,13568,13660,14075,12389,16922,12449
Dpp8,4968,16854,13383,15986,19286,17432,17267,19482,13797,16943,16559,16212,14899,21698,16252
Igdcc4,6366,6125,4697,5900,6656,4195,4986,8265,6724,6275,7145,6781,5112,7432,5895
Igdcc3,3166,126,86,162,162,110,172,242,215,185,157,151,156,149,170
Gm25313,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rnu5g,116,2,0,0,0,1,0,2,0,0,1,3,1,0,0
Parp16,2483,356,269,329,440,278,288,443,361,370,339,357,324,437,346
Cilp,4252,11,10,13,20,11,18,18,21,8,4,24,10,5,7
Clpx,3494,3178,2256,2361,3086,2657,3289,3681,2510,2867,2715,2654,2596,3510,2477
Gm16218,388,7,12,3,4,6,2,5,2,2,2,6,2,5,5
Pdcd7,2454,2041,1645,2102,2383,2027,1999,2528,1992,2319,1981,2113,1992,2501,2073
Ubap1l,1381,458,217,313,468,187,239,497,379,265,375,434,391,465,518
Kbtbd13,2969,15,8,21,31,9,40,30,32,28,31,34,11,21,28
Rasl12,3877,220,108,165,185,106,246,395,260,246,265,238,163,291,256
Slc51b,488,1,3,1,7,1,4,6,8,6,4,5,3,5,0
Mtfmt,3655,742,606,705,832,793,801,1083,798,814,805,918,716,973,855
Spg21,2690,2056,1585,1861,2129,2608,2779,3585,2598,2828,2652,2765,1847,2429,2127
Ankdd1a,1443,124,106,137,157,281,93,77,95,77,74,82,143,168,98
Plekho2,3271,1908,1308,1448,2134,1061,1084,1954,1505,1474,1424,1592,1486,1922,1341
Pif1,4388,34,18,35,55,67,31,25,32,29,23,21,20,48,18
Rbpms2,2041,216,161,178,221,147,189,298,178,262,224,228,157,224,206
Oaz2,2990,13279,10253,12083,14405,12863,13981,16656,11716,14273,13091,13781,11503,14905,11955
Zfp609,8268,4693,3857,4774,5434,5113,4756,5797,4441,5246,5310,5140,4164,6214,5065
Trip4,8394,3904,2869,3177,4097,3521,3650,4621,3201,4026,3597,3491,3306,4537,3352
n-R5s85,113,4,2,2,4,3,0,4,0,0,4,3,2,12,1
Gm16073,517,6,8,10,10,10,14,11,4,13,16,5,5,6,7
2810417H13Rik,4813,37,30,30,46,51,30,51,62,32,55,55,37,48,39
Gm23248,108,0,2,0,0,0,0,0,2,0,0,0,0,0,0
Csnk1g1,11973,2735,2343,2840,3404,3777,2806,3341,2528,3494,3118,2931,2614,3864,3305
Gm22657,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ppib,960,6668,4914,5580,6336,5331,6088,8158,5953,6056,5948,6482,5606,6566,5012
Snx22,2555,4880,3428,4069,4748,3913,4514,6042,4483,4646,4640,4875,4045,4739,3955
Snx1,4339,6795,4638,5247,6256,5239,6474,7994,5626,6305,5865,6183,5255,7121,5284
Fam96a,1240,1366,1107,1127,1298,1359,1455,1675,1165,1303,1121,1455,1097,1383,1061
Dapk2,3512,125,78,91,119,120,156,156,156,141,104,173,105,132,124
Herc1,27464,24739,20147,23816,27581,28309,29642,32040,23662,32528,27941,26351,24237,35936,31286
Gm23428,102,6,0,2,0,2,1,5,2,1,2,4,0,3,2
Gm28379,3157,1358,1206,1263,1604,1541,1691,1602,1243,1773,1499,1465,1435,2211,1835
Fbxl22,3935,689,492,604,706,784,677,1069,677,761,824,719,591,830,665
Usp3,6848,2494,1393,1587,1755,2524,1834,2140,1521,1813,1560,1552,1589,2013,1504
Gm15563,410,28,3,6,8,21,13,16,13,17,11,9,5,13,11
Car12,4539,1643,1816,1542,2864,2634,2682,1453,1059,1441,2031,1868,1236,2476,1683
Aph1b,5163,2398,1811,2031,2737,2094,2869,3600,2485,3143,2670,2605,1877,2886,2600
Gm10647,2036,22,25,22,26,26,32,29,19,41,24,29,25,46,33
BC050972,1052,18,15,13,31,20,9,14,17,21,10,15,20,20,15
Ppp1r2-ps4,633,69,56,54,73,148,67,85,61,72,45,68,75,74,47
Aph1c,5205,1227,959,978,1357,1132,1054,1268,928,1048,1008,998,1017,1602,963
Gm17098,628,11,14,19,26,38,44,26,24,36,25,34,26,29,26
Rab8b,4743,4658,3556,4143,5052,4085,5372,6179,4513,5373,5193,4816,4050,6130,4838
Rps27l,816,1125,764,722,836,767,1029,1288,1031,851,900,1078,789,1004,677
Lactb,2031,915,718,804,895,1167,1016,1288,849,1095,982,1085,709,1121,984
Gm24225,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm1,6485,12246,9706,11357,12552,13323,13039,13632,9798,13063,11571,11676,10437,14376,10989
Gm22145,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tln2,12193,13851,11205,14015,17302,18662,14695,17852,12938,16682,15902,14975,14210,19667,15095
Mir190a,85,5,0,2,1,0,2,2,0,0,0,1,3,2,3
Mir7241,64,0,0,0,0,0,0,2,0,0,2,0,0,3,0
Mir7242,79,0,0,0,0,0,1,0,0,0,2,0,0,3,1
M5C1000I18Rik,1519,466,437,502,566,287,559,552,507,655,619,565,464,591,600
C2cd4b,1327,316,265,364,359,175,344,338,316,403,320,322,312,351,341
C2cd4a,1352,51,39,54,74,12,45,43,33,43,51,45,45,44,32
Vps13c,11523,10939,8065,10477,12309,10025,9820,9921,8649,10310,10011,9678,9866,14927,10733
Gm28195,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22382,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22169,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22962,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rora,13071,14236,10743,10950,16255,7127,12714,11215,8361,11944,10871,12957,14495,16649,11832
AC127262.1,435,11,4,4,2,8,16,5,13,5,6,5,5,13,5
Gm15511,557,249,216,215,285,102,213,154,142,167,161,271,265,317,220
Ice2,7736,987,614,948,1009,948,929,1145,1071,1007,1125,1025,829,1197,996
Gm4978,804,1,0,0,1,1,0,0,0,0,1,1,1,0,1
Anxa2,3731,1197,1003,791,944,1084,1894,2454,2003,1482,1519,2017,1061,1541,1105
Mir3109,88,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Gm16144,827,10,0,4,7,2,11,9,2,0,2,2,2,6,0
Gm27537,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxb1,2984,168,96,141,311,6,305,458,152,122,222,228,228,288,255
B230323A14Rik,2931,157,75,117,244,11,223,320,148,115,178,137,160,218,229
Gm28731,1569,225,128,150,196,188,206,211,198,218,201,233,178,232,199
Bnip2,3455,2360,1653,1995,2315,2449,2435,2879,2479,2630,2517,2665,2205,2928,2353
Gtf2a2,4047,1975,1273,1566,1683,1885,1679,2069,1515,1678,1638,1746,1506,2078,1640
Gcnt3,4301,0,1,4,0,0,0,0,0,0,2,0,0,4,3
Fam81a,3598,7929,7930,9106,10129,9298,9237,8819,6169,9753,7840,7784,7721,11658,8386
Gm24257,131,2,1,0,0,3,0,0,2,0,0,0,2,0,0
Gm26849,1842,0,0,0,2,7,4,1,0,2,2,2,0,3,4
Myo1e,4944,1501,1284,1371,1440,1790,2410,2802,2414,2544,2568,2428,1790,2432,1803
Mir5626,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ccnb2,1541,45,32,53,73,61,40,61,61,31,49,55,27,36,59
Rnf111,5003,2822,2269,2776,3284,3201,3027,3702,2590,3335,3053,2971,2580,3898,3037
Gm24615,113,0,0,0,0,0,2,0,0,0,0,1,2,1,2
Gm23588,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23730,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22229,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sltm,3646,4931,3293,4371,4799,5147,5181,6152,4299,5153,4851,4775,4238,6185,4674
Fam63b,8081,11490,7712,9186,11145,8426,9208,12657,8837,10618,9992,10172,8340,12368,9433
Gm10642,1610,1174,827,979,1170,863,857,1062,917,955,953,974,881,1233,965
Adam10,4913,8116,6251,6907,8750,7529,7842,10536,7447,9105,8139,8438,7062,10353,7494
Lipc,1919,36,17,24,31,11,21,14,22,29,12,13,6,24,8
Gm25149,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3436,843,211,154,177,232,200,199,237,176,173,202,200,158,288,176
Aqp9,4143,143,83,84,116,90,151,237,124,113,131,168,91,139,103
Aldh1a2,2264,1043,934,710,750,644,1171,1884,1327,1141,1253,1732,819,1172,820
Polr2m,2424,14803,11957,13846,17380,12728,14062,19324,13599,14659,14649,14715,13144,17525,12974
Gcom1,1726,4073,3306,3646,4728,3524,3874,5429,3696,3926,4182,4187,3785,5050,3504
Myzap,5635,159,81,90,88,127,173,287,207,286,179,199,123,185,133
Cgnl1,7844,3050,1632,1863,2407,1433,2604,4148,2632,2197,3232,2843,1898,3410,2565
Gm27220,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-79K5.4,1732,20,8,12,12,8,14,32,16,24,38,10,14,17,3
Tcf12,15529,4957,3697,4289,5090,4144,4482,5977,4598,4664,4782,4912,3994,5718,4478
RP23-79K5.3,3203,134,85,98,106,95,106,118,136,133,159,177,96,182,149
RP23-16D16.12,2741,5,7,2,3,10,7,7,6,5,10,4,9,15,11
Gm18821,709,18,5,24,19,4,5,13,18,18,23,0,17,10,16
RP23-16D16.14,1995,20,6,8,12,10,4,11,8,11,22,10,5,12,8
Gm27152,99,0,0,0,1,0,0,1,0,0,0,0,4,0,0
RP23-16D16.5,2299,14,6,2,4,0,6,5,4,8,6,3,2,4,3
RP23-16D16.4,2426,13,10,4,2,4,0,2,0,6,1,2,6,1,6
RP23-16D16.13,1644,16,19,13,10,18,14,22,19,27,17,20,16,16,22
RP24-221A23.7,2684,12,4,8,2,4,4,6,21,8,2,3,2,1,8
Rpl15-ps2,613,5,2,1,0,6,3,5,7,3,5,0,1,7,6
Gm25045,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Gm7863,805,0,4,0,0,0,2,0,0,0,0,2,0,0,0
Gm7866,379,2,3,0,1,0,0,1,3,1,0,0,1,0,2
Gm27159,432,0,0,0,0,0,0,1,0,0,2,0,0,0,0
Gm27188,510,11,9,3,8,4,3,13,10,5,10,12,9,4,4
Gm7870,616,7,2,5,3,6,8,2,9,9,7,3,1,12,11
Gm25163,104,2,1,1,0,0,2,0,5,0,0,0,3,3,2
Gm27253,367,13,3,24,10,10,24,6,8,10,13,26,7,18,13
Zfp280d,19017,3580,2449,3026,3516,3550,3671,4121,3118,3314,3447,3184,3086,4200,3137
Gm19353,445,8,13,7,5,10,8,5,7,23,5,6,2,14,10
Gm17828,799,0,3,5,1,3,5,3,3,6,3,4,1,11,7
RP24-282D16.11,2006,29,22,19,28,13,27,21,19,17,35,18,18,44,34
RP24-282D16.9,1559,100,68,85,64,109,56,85,90,69,75,89,66,109,95
RP24-282D16.8,988,77,59,71,47,115,44,48,61,51,61,77,41,75,62
BC065403,1867,672,486,628,731,810,723,868,667,675,738,667,648,867,599
RP24-282D16.12,2754,0,0,0,0,0,4,0,0,0,0,0,2,0,0
Gm27230,1123,0,0,0,1,1,0,0,0,0,0,2,0,0,0
Gm27255,529,0,0,0,2,3,0,1,0,0,0,2,0,4,1
Gm27254,517,1,0,2,0,3,3,2,8,1,0,4,1,2,0
Mns1,2537,388,390,267,460,687,673,488,348,488,396,462,308,530,420
RP24-282D16.4,3247,7,8,13,33,17,46,9,26,21,29,32,18,26,22
Gm27231,551,2,3,7,17,4,7,0,9,4,2,9,2,12,3
Tex9,8798,1128,829,786,1175,1317,1326,1328,961,1012,1070,1060,906,1284,1007
RP23-349N4.5,1751,308,277,267,401,430,479,494,302,334,337,346,272,419,325
Gm28010,126,0,0,2,0,1,0,0,1,0,0,0,0,0,3
4930509E16Rik,1191,4,4,4,1,1,2,5,2,4,4,4,1,2,2
Rfx7,15302,3510,2864,3400,3687,4103,3715,4313,3325,3731,3745,3667,3276,4743,3951
Gm19427,208,0,0,1,2,1,4,6,0,0,2,0,1,0,0
RP23-296I6.4,2085,43,30,27,30,29,24,22,33,22,28,22,23,31,44
Gm18014,817,18,6,12,8,13,11,14,20,11,14,17,3,7,11
Gm27241,794,294,227,243,255,239,270,241,196,233,235,234,170,323,272
Gm27232,597,422,440,432,500,517,459,507,394,434,536,475,398,596,601
Gm23057,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nedd4,10973,40637,32056,37416,49578,44097,44847,52929,36714,43270,42553,42658,37344,54504,40967
RP23-296I6.7,1492,51,18,28,30,32,9,25,38,34,36,24,32,47,21
RP23-296I6.8,3502,130,88,102,73,85,100,151,137,104,92,130,89,117,122
RP23-296I6.10,212,8,1,3,1,7,1,3,1,3,3,3,4,4,4
RP23-461P14.1,2749,307,237,263,286,351,222,271,259,239,299,267,158,350,351
Gm27204,527,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Prtg,9158,458,355,412,538,382,476,544,432,496,492,514,354,521,499
Gm27203,307,2,2,0,4,0,0,0,0,2,0,2,0,2,0
RP23-461P14.4,1910,14,17,10,2,4,4,6,8,7,8,2,0,8,11
RP24-176F12.6,1441,7,3,5,7,10,7,2,1,0,1,4,8,10,1
Pygo1,7916,5508,4307,5108,6412,4124,5134,6486,5109,5497,5596,5489,4629,6791,5142
Dyx1c1,1975,145,220,188,239,168,247,239,184,251,189,233,179,251,174
Dyx1c1Ccpg1,4383,9237,6805,7576,9796,7914,9365,11203,7964,9407,9195,9204,7478,11188,8327
Gm23567,107,1,2,1,9,0,0,1,0,2,0,1,0,1,2
RP24-176F12.13,1274,79,93,88,105,70,118,109,93,108,110,105,83,110,76
Ccpg1os,2404,332,264,285,347,332,325,404,327,280,273,365,269,311,238
Ccpg1,7497,10199,7332,8251,10712,8704,10052,12243,8706,10237,10119,10043,8123,12231,9146
Gm27353,106,80,38,83,76,83,66,51,67,54,59,86,39,83,86
Pigb,10434,5394,3599,4333,5245,4707,4865,6463,4658,5324,5394,5175,4193,6333,4870
RP24-176F12.12,1847,155,94,141,146,122,135,169,162,137,153,140,77,162,122
5031420N21Rik,2999,560,366,350,335,374,396,575,400,454,357,369,363,422,324
Rab27a,3879,782,506,693,809,693,945,1144,836,865,894,958,738,991,676
Gm27186,307,5,3,11,6,8,8,10,7,6,9,2,11,4,4
Khdc3,2050,41,27,38,38,52,39,38,32,43,55,50,40,28,33
Gm20509,1016,527,396,423,541,536,561,659,436,504,535,524,469,594,433
Rsl24d1,1716,1956,1461,1763,2149,1939,2181,2669,1880,2050,2040,2069,1738,2299,1807
RP24-280G4.6,2233,1,2,3,2,8,2,7,4,4,6,3,7,5,5
Gm5745,313,1,0,0,0,0,0,1,2,0,1,0,0,0,0
Gm27211,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unc13c,8796,11473,5103,7184,9157,10263,6649,12138,8271,5918,8283,8279,9061,8871,7748
RP23-143M5.2,2028,12,0,6,3,2,9,11,2,3,3,8,0,8,7
Gm27148,160,1,0,0,0,1,1,0,0,0,0,0,1,0,1
Gm25105,130,0,0,0,0,3,0,0,0,0,0,0,0,2,0
RP24-218I3.2,3071,16,3,4,0,13,5,5,5,3,4,8,0,8,8
n-R5s86,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr72,7486,10,27,16,34,0,48,30,9,34,39,44,6,38,29
Gm24141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nr1h2-ps,478,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm28622,507,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27189,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27233,307,2,0,0,0,2,0,0,0,0,1,0,0,0,0
Gm22315,143,2,0,0,0,0,0,2,0,0,0,0,2,0,0
Gm16551,3708,67,47,62,89,11,26,78,48,20,65,37,52,60,54
Gm20649,2740,95,78,122,151,12,45,103,84,37,112,120,88,81,120
Gm28182,2477,8,0,10,6,2,0,8,5,5,1,2,0,8,0
Onecut1,4113,134,109,162,215,31,78,137,128,58,176,165,111,119,166
Fam214a,4521,3884,2573,3375,4207,4483,4343,4571,3835,4165,3905,3859,3389,4563,3812
Arpp19,4957,10469,11773,11901,13723,37317,15429,13834,9785,14573,12259,13189,12353,18282,12890
Myo5a,14803,50092,42754,47604,59093,58120,52227,61362,42789,57852,50695,48985,48771,69315,53092
Gm9719,543,4,2,8,8,3,4,5,5,7,6,4,6,6,8
Gm16353,1223,22,15,27,27,35,17,47,23,34,34,34,14,44,52
Myo5c,6733,244,301,275,364,438,371,243,230,317,280,330,239,342,342
Gnb5,1188,5330,4531,5207,5642,9216,5903,5867,3997,5151,4511,4742,4984,6345,4921
Bcl2l10,1220,2,4,8,0,7,0,0,4,0,0,2,3,2,0
Mapk6,6675,6713,5054,5876,6360,6487,6082,8897,5742,6270,6624,6520,5644,7879,6209
4933433G15Rik,1815,42,18,24,17,18,23,35,22,30,19,38,19,23,23
A130057D12Rik,531,116,94,112,113,90,134,121,104,125,84,96,76,151,95
Leo1,2192,1902,1416,1759,1968,1704,2069,2276,1502,1701,1717,1815,1560,2100,1596
Tmod3,3578,2290,1549,2007,2118,1995,2284,2892,2205,2113,2225,2445,1868,2719,2138
Tmod2,10391,50285,40203,47525,57457,51324,55717,61154,45201,58776,51401,48772,46018,65860,50638
Lysmd2,1200,3468,2626,3043,3501,2731,3164,4086,2757,3010,2949,2967,2784,3703,2664
Scg3,2249,19254,15369,17306,20113,17916,19469,25881,19287,21173,20120,20525,17139,22060,16348
RP23-429A10.2,688,7,9,4,0,6,0,7,4,6,5,9,3,2,5
Gm3671,1007,2,2,7,4,7,9,7,11,5,6,7,16,5,4
Bmp5,4025,332,243,208,257,131,278,374,283,260,264,342,172,267,215
Gm26903,4583,312,210,176,248,181,251,335,218,257,249,255,191,248,194
Gm25300,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgcll1,5449,1541,1121,1193,1554,1431,1458,1963,1338,1612,1468,1548,1387,1834,1420
RP23-343K17.2,3498,16,4,6,18,8,8,8,9,10,10,5,7,4,2
Gfral,2080,0,2,0,6,0,3,1,1,0,1,0,0,2,0
Hcrtr2,6162,473,285,376,468,200,374,509,333,312,338,341,350,368,314
Gm27234,581,0,0,2,2,2,0,0,0,0,0,0,2,0,2
Fam83b,3879,36,15,11,34,22,23,43,20,42,20,36,18,39,14
Gm27156,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27245,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22938,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-375O19.1,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27155,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23791,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18486,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tinag,1735,0,0,0,0,0,0,0,0,2,0,2,0,2,6
Gm27157,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27158,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19541,2868,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Gm5746,2200,2,10,4,4,8,5,4,8,5,7,0,0,5,0
Mlip,8916,1432,1684,1776,1561,2123,2028,1771,1152,1955,1382,1361,1509,2076,1540
Gm27210,402,0,0,0,0,0,0,0,0,2,0,0,0,0,2
RP24-326O4.2,1009,0,2,4,0,1,2,3,0,0,2,0,0,0,4
RP23-264N13.1,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5730403I07Rik,2033,24,4,2,10,16,13,21,16,6,10,6,13,9,7
Lrrc1,8247,1542,707,936,1236,1459,1136,1445,1012,1010,1096,1027,1199,1286,865
Gm19569,1509,50,46,24,21,20,64,41,41,25,33,37,50,45,32
Gm21013,1201,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Gm25250,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klhl31,6494,14,14,4,7,5,0,8,9,8,8,5,8,2,5
Gclc,3423,4361,3391,4105,4972,4763,4747,5761,3940,4970,4333,4528,4163,5842,4258
Elovl5,3522,7827,5530,6375,8568,7993,7245,10147,7150,7371,7884,7799,6342,8565,6334
Gm23609,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gcm1,2034,1,4,8,3,0,6,4,6,4,3,4,1,5,5
Fbxo9,3103,8439,6463,7489,9314,6769,6934,10203,7045,7659,7324,7771,7103,8880,7227
Ick,11524,2172,1562,1969,2143,1791,2069,2823,2018,2585,2235,2466,1978,3019,2369
Rn7sk,331,451,457,394,263,243,170,301,300,380,223,185,243,227,181
C920006O11Rik,1444,85,66,79,13,10,125,127,98,95,113,105,109,104,79
Gsta4,957,4204,2976,3234,3820,2341,3927,5573,3517,3733,3488,3823,3195,4291,3011
Gsta1,956,6,4,4,5,1,2,0,3,2,3,0,5,4,0
Gm10639,1074,1,2,0,1,0,1,3,1,2,3,2,0,3,2
Omt2a,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8074,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omt2b,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsta2,1177,18,4,11,34,3,11,11,14,8,10,6,11,13,4
Dppa5a,619,0,10,2,0,0,4,3,2,0,6,0,4,0,1
Ooep,2138,4,13,4,0,0,21,11,5,14,14,18,4,10,14
Gm8087,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930542C12Rik,1203,2,0,2,0,4,6,10,0,2,4,6,4,4,2
Ddx43,2207,10,12,4,12,24,31,52,18,19,36,21,26,27,14
Gm8093,2203,26,15,11,14,25,26,35,42,36,18,26,40,31,10
Mb21d1,4126,103,63,118,92,120,154,196,167,183,170,187,110,153,135
Gm17324,922,218,153,200,189,182,235,289,181,231,155,206,168,261,206
Mto1,4078,1871,1282,1755,1800,1919,2092,2383,1546,2002,1783,1857,1480,2066,1601
Eef1a1,2493,123315,93919,109290,131749,151363,161639,173471,131367,149258,132190,136277,117266,152033,112668
Gm26377,108,9908,7516,8835,10810,12285,12808,15323,11095,11850,10769,11346,9218,12263,9065
Slc17a5,3356,1790,1325,1612,2259,1992,2213,2499,1875,2253,1986,1897,1707,2610,1778
Cd109,6900,248,297,267,437,466,958,1147,1103,958,935,963,395,536,569
4921509A06Rik,392,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Gm8116,1201,58,53,62,62,54,79,71,64,64,67,78,59,91,66
Gm28620,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col12a1,15228,983,1048,843,1192,1102,1077,1441,1193,1090,1278,1226,818,1417,1262
4930562D21Rik,1750,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cox7a2,754,12156,8924,9274,9613,9068,10399,12511,9218,8869,8656,9925,8312,10221,7236
Tmem30a,5646,42967,34637,35737,41785,37122,41758,48674,33724,38909,36839,39120,36204,48483,34166
4930429F24Rik,1520,77,67,47,95,171,93,108,47,86,83,103,83,76,61
Filip1,4888,863,711,692,1052,2131,1483,1166,884,1127,946,1074,1073,1142,791
Gm20477,280,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gm3211,304,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Gm25433,286,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senp6,7016,6090,4648,5212,6276,5580,6391,7570,5578,6088,6057,6183,5296,7410,5842
Gm20648,328,3,3,8,7,2,6,6,2,4,3,5,1,5,7
Gm17477,2581,414,315,326,400,391,314,412,321,335,423,428,293,487,387
Myo6,12078,13988,10041,11431,13392,11218,11990,17002,13717,13504,15034,14513,11051,16165,12663
Gm27227,633,6,9,0,0,2,2,2,3,2,0,4,4,2,5
Impg1,3630,5,9,11,7,25,16,10,2,4,4,10,12,14,5
Gm27224,564,0,0,0,0,3,0,0,2,1,0,1,1,0,2
Gm27225,557,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm8151,871,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gm26713,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27226,511,3,0,2,0,2,0,0,1,0,0,0,0,0,0
Htr1b,4724,1328,789,1122,1236,2990,980,1741,1075,1003,1339,1213,1126,1657,1288
D430036J16Rik,2234,556,318,424,434,1185,323,555,370,346,457,377,411,585,440
